,,,,,,,,300.784424583054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Total YouTube Revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.557351795718625,0.5167490945621,0.547909240966628,0.552768186028589,0.495744401887341,0.50235332688404,0.495593423451654,0.49729702141356,0.459028224789129,0.484092373238008,0.485999898461464,0.495041582510332,0.439045238211712,0.355421773550657,0.366734057810956,0.36050802507916,0.370638908131503,0.383229984504065,0.390926524178061,0.341353961856668,0.399080075943454,0.534414123594226,0.251423848276372,0.308460471567268,0.334876033057851,0.0580072162087149,0.324132492113565,0.459614161543354,0.487122337790986,0.836831059811123,0.430414929521541,0.253885257806826,0.143880099916736,0.048271922307912,-0.0185981956974324,-0.0776091740993861,-0.0256223613335275,0.0442779291553133,0.124593409701598,0.155343463518774,0.208725534140146,0.130202217873451,0.121856136820925,0.138369565217391,0.103461063040791,0.130786101812305,0.150207375854725,0.0868900983481333,0.117434231833043,0.0985590198943844,0.0596191076527879,0.108820331917141,0.112021030245741,0.109478957534218,0.139382104964178,0.0854961587942287,,,,,,,,,,,,,,0.645033052306004,0.544587697219628,0.497610097173026,0.483513528270449,0.375648365305288,0.369044060196516,0.358045719408337,0.305168657997228,0.458881246206757,0.0137978852487433,0.077522825975447,0.147159631862901,0.116745511384071,0.0957285170633693,0.110559274369087,0.108710168963527,0.101113717131797,0.0943788509967123,0.0881809223995949,0.0824736427362931,0.0772148073177168,0.0723659398099312,0.0678919255504384
,,,,,,,,Owned & Operated Display,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.237501958118985,0.58328733242374,0.670791363181665,0.48553773014345,0.0156628243713541,0.0769045598287959,0.0270335005600737,0.262224695285473,0.446034045283563,0.264201382649506,0.1,0.1,0.0800000000000001,0.0800000000000001,0.0800000000000001,0.0800000000000001,0.0800000000000001,0.0800000000000001,0.0800000000000001,0.0800000000000001,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,0.644895371377676,0.4847215440963,0.0963554102360131,0.214978414378264,0.0799999999999999,0.0800000000000003,0.05,0.05,0.0500000000000003,0.0500000000000003,0.0125464279121468,0.01,0.01,0.01,0.0100000000000002,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
,,,,,,,,Gross websites revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.211689814814815,0.233085250338295,0.200085324232082,0.179445815145189,0.139745916515426,0.134156378600823,0.163082118734447,0.201705688309598,0.200804559168622,0.241735203999355,0.22938794223275,0.20299946438136,0.217316035556504,0.199089420696545,0.228594929590612,0.240341437090174,0.270146361002482,0.261225910093662,0.218337638407552,0.208132925156162,0.154308813569262,0.169826986952928,0.185289987555061,0.184846796657382,0.116064445487252,-0.077592218755735,0.0991417060781223,0.215848536141935,0.32740014015417,0.704946082527556,0.438438247011952,0.338919253377333,0.227087952697709,0.120941956262982,0.032771265870466,-0.0263218700658528,0.012153935508852,0.0471381873451457,0.11516841879425,0.131568018668301,0.152894669727111,0.136778478118227,0.121743814690831,0.127350576721426,0.0992331231795893,0.119184216049815,0.146159914931568,0.154231323732308,0.176549573309171,0.159046180881901,0.128170840866846,0.12356302919746,0.0984228274265959,0.0930544448856499,0.119680326962616,0.115662685112744,,,,,,,,,,,,,,0.198616315941193,0.204772593661482,0.161295331041367,0.218270718337567,0.222246609704476,0.237169866984775,0.174316492312158,0.0933217968639637,0.435760776523411,0.0781626133321334,0.0774676174925533,0.134054409977583,0.130930577079891,0.145223701456546,0.107147391731217,0.102986996712133,0.094917310863663,0.0903655411182767,0.0945562824014015,0.0904466419581553,0.0877361247059141,0.0869679749098042,0.087089293702656
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Gross network members' websites revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3262,3193,3148,3522,3528,3563,3568,3880,3576,3621,3694,4142,3692,3743,3732,4431,4014.60897253653,4254.00307044976,4349.15972024791,4998.22823676579,4678.37273546192,4831.76108497648,4906.86617956161,5593,5015,5249,5251,6032,5223,4736,5720,7411,6800,7597,7999,9305,8174,8259,7872,8475,7496,7850,7669,8297,7413,7444,7548,7954,7256,7354,7354,7828,7084.89788369739,7181.75138527889,7206.0559266632,7670.61465290296,6956.46092180039,7051.9181970031,7077.09111002967,7534.04194733117,,,,,,,,,,7166.318,8792,10386,12465,13650,14539,15033,15598,17616,20010,21547,23090,31701,32780,31312,30359,29792,29143.3198485424,28619.5121761643,28197.4600366426,27858.9027874735,27589.3091477571,27376.9971133979,27212.4992899375,27088.0888256198,26997.4205911032,26935.2562392976
,,,,,,,,% change Y/Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,0.0815450643776825,0.115878484184153,0.133418043202033,0.101646791595684,0.0136054421768708,0.0162784170642716,0.0353139013452914,0.0675257731958763,0.0324384787472036,0.0336923501795083,0.0102869518137521,0.0697730564944472,0.0873805451074032,0.136522327130581,0.165369699959247,0.128013594395349,0.165337089481469,0.135815138108405,0.128233151962031,0.118996519378448,0.0719539214963487,0.0863533828940453,0.070133117114912,0.0784909708564276,0.0414755732801595,-0.0977329015050485,0.089316320700819,0.228614058355438,0.301933754547195,0.604096283783784,0.398426573426574,0.255566050465524,0.202058823529412,0.0871396603922601,-0.0158769846230779,-0.0891993551853842,-0.0829459261071691,-0.0495217338660855,-0.0257876016260162,-0.0210029498525074,-0.0110725720384205,-0.05171974522293,-0.0157778067544661,-0.0413402434614921,-0.021179009847565,-0.0120902740462118,-0.0257021727609963,-0.015841086245914,-0.0235807767781986,-0.0234224387708883,-0.0201174970542295,-0.0201054352448956,-0.0181282728425122,-0.0180782070153411,-0.0178967271342342,-0.0178046625663952,,,,,,,,,,NA,0.226850385372237,0.18130118289354,0.200173310225303,0.095066185318893,0.0651282051282052,0.0339775775500377,0.0375839819064725,0.129375560969355,0.135899182561308,0.0768115942028986,0.0716108971086462,0.372932005197055,0.0340367811740954,-0.0447834045149481,-0.0304356157383751,-0.0186765044961955,-0.021773635588667,-0.0179735073114634,-0.0147470067597193,-0.012006657646794,-0.00967710902949048,-0.00769544584179882,-0.00600861455984558,-0.00457181323156353,-0.00334716247795597,-0.00230260337634269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Google Search Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2254.39608356,2291.39573182,2290.9130319,2598.10463728,2372.772873015,2240.46451691,2200.783487325,2559.60516138,2258.18106295,2196.755507725,2331.41576435,2537.000935925,1995.337531385,1942.468143635,1837.76333724,2380.1403683775,2022.70450973653,2486.81170520976,2182.44236576791,2731.90650384579,2737.06657076942,2984.95014396148,2567.77872125646,3146.38427922003,2919.42012416645,3255.4247912831,2726.02753837113,3390.95410955096,3035.04916911326,2972.42041536244,3067.51642905887,4543.65817746406,4182.75419043388,5008.6930410178,4106.09845755908,5846.17509993571,5359.0117604966,5475.08713489888,4467.53594796221,5519.68632887736,4892.83841425062,5275.52969863602,4604.98235316599,5400.79260229981,4836.39066242527,4921.79144575371,4546.18191139672,5116.58561247313,4757.71958628754,4933.94089220068,4473.75554398515,5076.84300985395,4662.56519456179,4835.26207435667,4384.28043310545,4975.30614965687,4583.30158625424,4753.06261909261,4309.74766574266,4890.7259451127,,,,,,,,,,,,,9561.7511064,9434.80948456,9373.62603863,9323.35327095,8155.7093806375,9423.86508456,11436.1797152074,12291.8265633716,13618.6441909986,19143.7207889465,20821.321172235,20174.1430683524,19420.9496320488,19242.2590323273,18857.4138516808,18536.8378162022,18268.9805097581,18044.591756647,17856.2039631336,17697.7461119431,17564.2521844676,17451.6382480049,17356.5301266251,17276.1287965051
,,,,,,,,Google Display Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007.60391644,901.60426818,857.0869681,923.89536272,1155.227126985,1322.53548309,1367.216512675,1320.39483862,1317.81893705,1424.244492275,1362.58423565,1604.999064075,1696.662468615,1800.531856365,1894.23666276,2050.8596316225,1991.9044628,1767.19136524,2166.71735448,2266.32173292,1941.3061646925,1846.810941015,2339.08745830515,2446.61572077998,2095.57987583355,1993.5752087169,2524.97246162887,2641.04589044904,2187.95083088674,1763.57958463756,2652.48357094113,2867.34182253594,2617.24580956612,2588.30695898221,3892.90154244093,3458.82490006429,2814.9882395034,2783.91286510112,3404.46405203779,2955.31367112264,2603.16158574938,2574.47030136398,3064.01764683401,2896.20739770019,2576.60933757474,2522.20855424629,3001.81808860328,2837.41438752687,2498.28041371246,2420.05910779932,2880.24445601485,2751.15699014606,2422.3326891356,2346.48931092222,2821.77549355775,2695.30850324609,2373.15933554615,2298.8555779105,2767.34344428702,2643.31600221847,,,,,,,,,,,,,2903.2488936,3690.19051544,5165.37396137,5709.64672905,7442.2906193625,8192.13491544,8573.82028479263,9255.17343662836,9471.35580900136,12557.2792110535,11958.678827765,11137.8569316476,10938.0503679512,10549.7409676727,10285.9059968617,10082.6743599621,9928.4795268845,9814.31103082648,9733.10518462348,9679.25100145479,9648.24710546985,9636.45057761488,9640.89046447805,9659.12744279245
,,,,,,,,Gross network members' websites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3262,3193,3148,3522,3528,3563,3568,3880,3576,3621,3694,4142,3692,3743,3732,4431,4014.60897253653,4254.00307044976,4349.15972024791,4998.22823676579,4678.37273546192,4831.76108497648,4906.86617956161,5593,5015,5249,5251,6032,5223,4736,5720,7411,6800,7597,7999,9305,8174,8259,7872,8475,7496,7850,7669,8297,7413,7444,7548,7954,7256,7354,7354,7828,7084.89788369739,7181.75138527889,7206.0559266632,7670.61465290296,6956.46092180039,7051.9181970031,7077.09111002967,7534.04194733117,,,,,,,,,,,,,12465,13125,14539,15033,15598,17616,20010,21547,23090,31701,32780,31312,30359,29792,29143.3198485424,28619.5121761643,28197.4600366426,27858.9027874735,27589.3091477571,27376.9971133979,27212.4992899375,27088.0888256198,26997.4205911032,26935.2562392976
,,,,,,,,Check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,-525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Y/Y Growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Google Search Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0525093129456056,-0.0222271579730782,-0.039342193841488,-0.0148182930539341,-0.0482944707301009,-0.0195089048967767,0.0593571688343504,-0.00883113762859167,-0.116396127785091,-0.115755878701925,-0.211739336526117,-0.06182913270795,0.0137154631339675,0.280232941455666,0.187553544868056,0.147792180722554,0.353171734968808,0.200312085433785,0.17656198465198,0.151717408626817,0.0666237187449092,0.0906127855665491,0.0616286815544769,0.0777304386963071,0.0396068534260121,-0.0869331635854248,0.125269787586882,0.339935024383372,0.378150388138833,0.685055389584608,0.338574235059221,0.286667014022304,0.281216040080208,0.093116924926649,0.0880245552168266,-0.0558465604394811,-0.0869886775920747,-0.0364482667300133,0.0307655958015227,-0.0215399425788981,-0.0115368109563867,-0.0670526512197951,-0.0127688745058586,-0.0526232001031963,-0.0162664849944685,0.00246850086617489,-0.0159312515035974,-0.00776740694464262,-0.0199999999999999,-0.02,-0.0199999999999999,-0.0199999999999999,-0.017,-0.017,-0.017,-0.017,,,,,,,,,,,,,,-0.0132759805633337,-0.00648486289311168,-0.00536321456316025,-0.125238619236995,0.155492998185202,0.213533896399295,0.0748192901364135,0.107943080777008,0.405699460273709,0.0876318873318098,-0.0310824706333047,-0.0373345937793597,-0.00920091978543747,-0.0199999999999999,-0.017,-0.0144500000000001,-0.0122825,-0.010440125,-0.00887410624999985,-0.00754299031250005,-0.00641154176562497,-0.00544981050078131,-0.00463233892566395
,,,,,,,,Google Display Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.146509167080824,0.466869146216113,0.595189944033172,0.429160586684495,0.140744452988517,0.0769045598287956,-0.00338810786883847,0.215544787915448,0.287477680669136,0.264201382649507,0.390179493641641,0.277794908126293,0.174013393734116,-0.0185170237378134,0.143847227264085,0.105059409222971,-0.025401970351718,0.0450543033092443,0.0795535714285718,0.0795535714285716,0.0794690265486726,0.0794690265486726,0.0794690265486724,0.0794690265486726,0.0440789473684211,-0.115368421052632,0.0504999999999998,0.085684210526316,0.196208695652174,0.467643979057592,0.467643979057592,0.206282722513089,0.0755536332179931,0.0755729166666668,-0.12546875,-0.145572916666667,-0.0752495697074009,-0.0752331606217616,-0.1,-0.0199999999999999,-0.0102000000000001,-0.0203,-0.0203,-0.0203000000000002,-0.0304,-0.0405000000000002,-0.0405,-0.0304000000000001,-0.0304,-0.0304,-0.0203,-0.0203,-0.0203,-0.0202999999999999,-0.0192899999999999,-0.0192899999999999,,,,,,,,,,,,,,0.271055514246386,0.399758072044718,0.105369479877047,0.303459035652243,0.100754503475938,0.0465916849871759,0.0794690265486726,0.0233580033754353,0.325816436873735,-0.0476695925309733,-0.0686381754990912,-0.0179394083549987,-0.0355007873630071,-0.0250086681388186,-0.0197582630991892,-0.0152930490039371,-0.0114990916533465,-0.00827422790534427,-0.00553309371954291,-0.00320312966161129,-0.00122266021236972,0.000460738819485496,0.00189162799656328
,,,,,,,,Gross network members' websites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0815450643776825,0.115878484184153,0.133418043202033,0.101646791595684,0.0136054421768708,0.0162784170642716,0.0353139013452914,0.0675257731958763,0.0324384787472036,0.0336923501795083,0.0102869518137521,0.0697730564944472,0.0873805451074032,0.136522327130581,0.165369699959247,0.128013594395349,0.165337089481469,0.135815138108405,0.128233151962031,0.118996519378448,0.0719539214963487,0.0863533828940453,0.070133117114912,0.0784909708564276,0.0414755732801595,-0.0977329015050485,0.089316320700819,0.228614058355438,0.301933754547195,0.604096283783784,0.398426573426574,0.255566050465524,0.202058823529412,0.0871396603922601,-0.0158769846230779,-0.0891993551853842,-0.0829459261071691,-0.0495217338660855,-0.0257876016260162,-0.0210029498525074,-0.0110725720384205,-0.05171974522293,-0.0157778067544661,-0.0413402434614921,-0.021179009847565,-0.0120902740462118,-0.0257021727609963,-0.015841086245914,-0.0235807767781986,-0.0234224387708883,-0.0201174970542295,-0.0201054352448956,-0.0181282728425122,-0.0180782070153411,-0.0178967271342342,-0.0178046625663952,,,,,,,,,,,,,,0.0529482551143201,0.107733333333333,0.0339775775500377,0.0375839819064725,0.129375560969355,0.135899182561308,0.0768115942028986,0.0716108971086462,0.372932005197055,0.0340367811740954,-0.0447834045149481,-0.0304356157383751,-0.0186765044961955,-0.0217736355886671,-0.0179735073114634,-0.0147470067597192,-0.012006657646794,-0.00967710902949048,-0.00769544584179882,-0.00600861455984558,-0.00457181323156353,-0.00334716247795597,-0.00230260337634269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Y/Y Abs Growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Google Search Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.376789455,-50.9312149100001,-90.1295445750006,-38.4994759000001,-114.591810065,-43.709009185,130.632277025,-22.6042254550002,-262.843531565,-254.28736409,-493.65242711,-156.8605675475,27.3669783515327,544.343561574764,344.679028527911,351.766135468293,714.362061032883,498.138438751715,385.336355488544,414.477775374232,182.353553397035,270.474647321621,158.248817114676,244.569830330936,115.629044946811,-283.004375920661,341.488890687743,1152.7040679131,1147.70502132062,2036.27262565536,1038.5820285002,1302.51692247165,1176.25757006271,466.394093881084,361.437490403136,-326.488771058349,-466.173346245975,-199.557436262859,137.446405203778,-118.893726577548,-56.4477518253561,-353.738252882312,-58.80044176927,-284.206989826685,-78.6710761377281,12.1494464469752,-72.4263674115664,-39.7426026191824,-95.1543917257504,-98.6788178440138,-89.4751108797027,-101.536860197079,-79.2636083075504,-82.1994552640635,-74.5327673627926,-84.5802045441669,,,,,,,,,,,,,,-126.94162184,-61.1834459300007,-50.2727676799987,-1167.6438903125,1268.1557039225,2012.31463064737,855.646848164268,1326.817627627,5525.07659794783,1677.60038328858,-647.178103882601,-753.193436303624,-178.690599721504,-384.845180646546,-320.576035478574,-267.857306444123,-224.388753111103,-188.387793513364,-158.457851190517,-133.493927475472,-112.613936462683,-95.1081213798134,-80.4013301200248
,,,,,,,,Google Display Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.623210545,420.93121491,510.129544575,396.4994759,162.591810065,101.709009185,-4.63227702500012,284.604225455,378.843531565,376.28736409,531.65242711,445.8605675475,295.241994185,-33.340491125,272.48069172,215.462101297499,-50.5982981075003,79.6195757750004,172.370103825151,180.293987859975,154.27371114105,146.7642677019,185.885003323719,194.430169669064,92.3709550531894,-229.995624079339,127.511109312257,226.295932086897,429.294978679377,824.727374344644,1240.4179714998,591.483077528355,197.742429937288,195.605906118916,-488.437490403136,-503.511228941651,-211.826653754025,-209.442563737141,-340.446405203779,-59.1062734224524,-26.5522481746439,-52.2617471176886,-62.1995582307304,-58.7930101733145,-78.328923862272,-102.149446446975,-121.573632588433,-86.2573973808171,-75.947724576859,-73.5697968770992,-58.4689624571015,-55.8484868999649,-49.1733535894527,-47.6337330117208,-54.4320492707288,-51.992501027617,,,,,,,,,,,,,,786.94162184,1475.18344593,544.27276768,1732.6438903125,749.8442960775,381.685369352626,681.353151835732,216.182372373005,3085.92340205217,-598.600383288584,-820.821896117397,-199.806563696378,-388.309400278496,-263.834970811025,-203.23163689952,-154.194833077641,-114.168496058019,-81.2058462029927,-53.8541831686907,-31.0038959849408,-11.7965278549691,4.43988686316152,18.2369783144059
,,,,,,,,Gross network members' websites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,370,420,358,48,58,126,262,116,122,38,289,322.608972536533,511.003070449764,617.159720247911,567.228236765793,663.763762925382,577.758014526715,557.706459313695,594.771763234207,336.627264538085,417.238915023521,344.133820438395,439,208,-513,469,1379,1577,2861,2279,1894,1374,662,-127,-830,-678,-409,-203,-178,-83,-406,-121,-343,-157,-90,-194,-126,-171.102116302609,-172.248614721113,-147.944073336804,-157.385347097043,-128.436961897003,-129.833188275785,-128.964816633522,-136.572705571784,,,,,,,,,,,,,,660,1414,494,565,2018,2394,1537,1543,8611,1079,-1468,-953,-567,-648.680151457571,-523.807672378094,-422.052139521762,-338.557249169124,-269.593639716357,-212.312034359209,-164.497823460413,-124.410464317651,-90.6682345166519,-62.1643518056189
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GROSS ADVERTISING REV BY PRODUCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Gross advertising revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11902,12061,12524,14060,13997,14498,14820,16309,15508,16023,16781,19078,18020,19143,19821,22399,21456.3131299901,22719.9801491766,24116.0235424313,27284.683178402,26831.8898007335,28121.5298318624,28989.5803674042,32518,30587,32494,33796,37934,33763,29867,37095,46199,44684,50444,53130,61239,54661,56288,54482,59042,54548,58143,59647,65517,61659,64616,65854,72461,66885,71340,74182,82284,77241.37239055,81344.4803151882,82599.4568801128,91326.6235548291,84017.9340118993,88115.81869869,91493.5989404118,100865.92946467,,,,,,,,,,,,,43686,50547,59624,67390,79383,95577,116461,134811,146924,209497,224473,237855,264590,294691,332511.93314068,364493.281115671,398661.859713614,433486.787052504,469871.976667059,511480.2694439,555101.286963687,601291.793005568,651138.458109289,705432.295885786
,,,,,,,,Gross search revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10394.0481465955,10629.9444578579,11050.8581773224,12404.7443211242,12119.4284000236,12361.8331013509,12480.6004851767,13863.9334075341,13215.3770777173,13483.5690895438,14082.8342252841,15845.9683982305,14903.975069369,15747.0815394349,16042.2716632499,18036.4288532269,17537.9158902074,18884.825267604,19455.5680426282,21967.5901640211,22351.4987115852,23526.5646561304,23277.7553942974,26074.1408508065,25070.6227034879,26477.3967198303,27117.3775228295,30164.0985097168,27121.4618774008,23850.390940337,29038.3839127401,36014.2097976382,35625.3875341358,40390.6120922411,41646.6093154244,48693.1043011186,44518.8267713836,45677.8521386833,43601.7723487208,47646.9119901193,44770.744175682,47417.2947024204,48226.2187539246,52944.0182635418,50506.485481471,52939.694099576,53522.3706761629,58669.0435303275,54968.9553535237,58627.9325725612,60627.856196399,67663.4855068869,64348.0324387493,67735.5384425447,68487.9013818678,75518.3921353735,70051.3633477744,73371.3448077941,75916.838194398,84025.6713108485,,,,,,,,,,,,,39337.6318816687,44479.5951029,50825.7953940852,56627.7487907757,64729.7571252806,77845.8993644607,95229.9596128196,108829.495455864,116024.446528116,166355.71324292,181445.363248907,193358.275895569,215637.593787537,241888.229629371,276089.864398535,303365.217660815,332328.750522205,361741.614757128,392528.649446979,428383.837691997,466125.973223726,506338.965264989,550134.560600326,598326.76590832
,,,,,,,,Period-to-period addition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10394.0481465955,235.896311262399,420.913719464497,1353.88614380186,-285.315921100671,242.404701327303,118.767383825845,1383.33292235736,-648.55632981676,268.192011826468,599.265135740372,1763.13417294635,-941.993328861532,843.106470065917,295.190123815031,1994.15718997696,-498.512963019515,1346.90937739666,570.742775024188,2512.02212139289,383.908547564151,1175.06594454516,-248.809261832987,2796.38545650912,-1003.5181473186,1406.77401634233,639.980802999184,3046.72098688735,-3042.63663231597,-3271.07093706386,5187.99297240315,6975.82588489808,-388.82226350237,4765.22455810523,1255.99722318332,7046.49498569418,-4174.27752973491,1159.02536729966,-2076.07978996253,4045.13964139856,-2876.16781443732,2646.55052673842,808.924051504117,4717.79950961724,-2437.53278207082,2433.208618105,582.676576586899,5146.67285416466,-3700.08817680382,3658.97721903746,1999.92362383779,7035.62931048793,-3315.45306813758,3387.50600379536,752.36293932308,7030.4907535057,-5467.02878759905,3319.98146001971,2545.49338660385,8108.83311645051,,,,,,,,,,,,,39337.6318816687,5141.96322123129,6346.20029118523,5801.95339669054,8102.00833450491,13116.14223918,17384.0602483589,13599.5358430449,7194.95107225163,50331.2667148037,15089.6500059872,11912.9126466618,22279.3178919685,26250.6358418334,34201.6347691644,27275.3532622798,28963.5328613904,29412.8642349229,30787.0346898508,35855.1882450184,37742.1355317282,40212.9920412636,43795.5953353368,48192.2053079938
,,,,,,,,% change Y/Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,0.165996946434505,0.162925464978581,0.129378396221601,0.117631532632636,0.0904290731806805,0.0907418809974334,0.128377936783605,0.142963395194854,0.127775241048463,0.167871906530031,0.139136583348245,0.138234559097125,0.176727403835486,0.19925874647384,0.212768892774554,0.217956744252669,0.274467208732917,0.245792022046879,0.196457247780923,0.186936785333479,0.121652871111203,0.125425539462726,0.164948125946571,0.156858769856026,0.0818024824579871,-0.0992169210323386,0.0708404191479584,0.193942851832184,0.313549678670565,0.693498953257426,0.434191704351447,0.352052552998451,0.249637684045576,0.130902696754574,0.0469465117433288,-0.0214854305556194,0.00565867123120833,0.0380806557728675,0.106060973123251,0.111174177972351,0.128113602116634,0.116463822573869,0.109818933747679,0.108133561723404,0.0883543930945234,0.107447513056762,0.132757301862203,0.153308140636551,0.170624983227453,0.155345847454393,0.129644122002381,0.116087821513231,0.0886325609792948,0.0832030938977462,0.108470790645325,0.112651751909985,,,,,,,,,,,,,NA,0.130713593454197,0.142676665030421,0.114153715681265,0.143074879498383,0.202629251548009,0.223313756925973,0.142807325534286,0.066112142136775,0.433798808965721,0.0907071341995491,0.0656556465999059,0.115222985873133,0.121734969217369,0.141394373846008,0.0987915775962998,0.0954741386791871,0.0885053254908126,0.0851078046702509,0.0913441306654523,0.0881035468916649,0.0862706528948616,0.0864946179135486,0.0876007594494788
