,,,,,,,,300.784424583054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% change Q/Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0327280451078518,0.0533150432371439,0.0275947603222786,-0.0334213038579534,0.0375879909936383,-0.0229749816139618,0.0584399418906854,-0.0302140641569141,0.00209848749590713,-0.0519920368693945,-0.0329110144911866,0.000771127644552117,0.0174649580464117,-0.0308833048477419,-0.0115132004241509,0,-0.0152527941659298,-0.060474422829207,0.0241280410262694,0.0121181000788089,0.00727535586446182,0.0539310524384904,-0.0302477134642738,-0.0305750735713896,0.0263319583038311,0.0227564985848352,-0.0481618807374233,-0.0135431249386725,-0.0124675397702954,0.00917731176322523,0.0137312571100634,-0.00243886588958897,-0.00159681368042275,-0.0162436688940966,-0.0154791809442483,-0.0400361764947109,-0.0178263319054749,0.0430126603198426,0.0150278646782833,-0.00657677494508568,0.0214336549254117,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,UK revenue in dollars (reported),,,,,,,,,,,,76.221,81.421,107.91,137.25,186.215,199.164,233.207,259.524,342.871,369.949,422.494,468.528,578.359,599.514,661.016,692.027,802.973,773.958,776.16,685.397,733,715,765,772,842,770,840,878,969,976,1047,1064,1150,1175,1216,1305,1387,1321,1389,1503,1583,1616,1627,1657,1675,1678,1792,1922,1921,1914,1890,2062,2025,1989.4335876184,2167.73981469484,2443.98085046957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.802,878.11,1603.842,2530.916,3038.488,2985,3330,4056,4846,5600,6483,7067,7787,8626.15425278281,9688.52190723466,10754.2593170305,11829.6852487335,12894.3569211195,14054.8490440203,14968.4142318816,15866.5190857945,16659.8450400842,17492.8372920884,18367.4791566929,19285.8531145275,20250.1457702539,21262.6530587666,,,,,,,0.169210459374467,0.134010895297682,0.116162384968087,0.0998844601496798,0.110897897360517,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Period-to-period addition,,,,,,,,,,,,,,,,48.965,12.949,34.043,26.317,83.347,27.078,52.545,46.0340000000002,109.831,21.155,61.502,31.0110000000001,110.946,-29.015,2.202,-90.763,47.6030000000001,-18,50,7,70,-72,70,38,91,7,71,17,86,25,41,89,82,-66,68,114,80,33,11,30,18,3,114,130,-1,-7,-24,172,-37,-35.5664123816036,178.306227076444,276.241035774729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,402.802,475.308,725.732,927.074,507.572,-53.4879999999998,345,726,790,754,883,584,720,839.154252782806,1062.36765445185,1065.73740979581,1075.42593170305,1064.67167238602,1160.49212290076,913.565187861319,898.104853912897,793.325954289725,832.992252004213,874.641864604422,918.373957834643,964.292655726378,1012.5072885127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% change Y/Y,,,,,,,,,,,,,,,,1.44309311082248,1.44610112870144,1.16112501158373,0.890885245901639,0.841264130172113,0.857509389247053,0.811669461036761,0.805335922689232,0.68681224133858,0.620531478663275,0.564557129805394,0.477023785131304,0.388364320430736,0.29097569030915,0.174192455250705,-0.00958055104786393,-0.0871424070298752,-0.0761772602647689,-0.014378478664193,0.126354506949987,0.148703956343793,0.0769230769230769,0.0980392156862746,0.137305699481865,0.15083135391924,0.267532467532468,0.246428571428571,0.211845102505695,0.186790505675955,0.203893442622951,0.161413562559694,0.226503759398496,0.206086956521739,0.124255319148936,0.142269736842105,0.151724137931035,0.141312184571017,0.22331566994701,0.171346292296616,0.102461743180306,0.0581174984207202,0.0383663366336633,0.101413644744929,0.15992757996379,0.146865671641791,0.140643623361144,0.0546875,0.0728407908428721,0.054138469547111,0.0394114877839062,0.146952282907323,0.185247745135582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1.18000407147929,0.826470487752104,0.578033247664047,0.200548734134203,-0.0176034922632572,0.115577889447236,0.218018018018018,0.194773175542406,0.155592241023525,0.157678571428571,0.0900817522751813,0.101881986698741,0.10776348436918,0.123156579782831,0.11,0.1,0.0900000000000001,0.0900000000000001,0.065,0.0600000000000001,0.05,0.05,0.05,0.05,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% change Q/Q,,,,,,,,,,,,,0.068222668293515,0.325333759103917,0.271893244370309,0.356757741347905,0.0695378997395484,0.170929485248338,0.112848242119662,0.321153342272776,0.0789743081217136,0.142033091047685,0.108957760346893,0.234417153297134,0.0365776273906,0.102586428340289,0.0469141442869765,0.160320334322216,-0.0361344652933535,0.00284511562642931,-0.116938517831375,0.0694531782310108,-0.0245566166439291,0.06993006993007,0.00915032679738559,0.0906735751295338,-0.0855106888361045,0.0909090909090908,0.0452380952380953,0.103644646924829,0.00722394220846234,0.0727459016393444,0.0162368672397326,0.0808270676691729,0.0217391304347827,0.0348936170212766,0.0731907894736843,0.0628352490421456,-0.0475847152126893,0.0514761544284632,0.08207343412527,0.053226879574185,0.0208464939987365,0.00680693069306937,0.018438844499078,0.0108630054315026,0.00179104477611935,0.0679380214541121,0.0725446428571428,-0.000520291363163339,-0.0036439354502863,-0.012539184952978,0.091005291005291,-0.0179437439379243,-0.0175636604353598,0.0896266295020682,0.127432745342464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% of total gross revenue,,,,,,,,,,,,0.116971009310598,0.116280497906348,0.133902147571558,0.133058523452716,0.14819946582455,0.143853173900953,0.147743744519961,0.135232633332517,0.152133217674503,0.150631252313221,0.157080061405234,0.146163872197081,0.15785032141357,0.154833760977896,0.15621866396808,0.143375393308733,0.154833463586785,0.144201123413795,0.14006591485784,0.120226020294325,0.133055000907606,0.129458627557487,0.128679562657696,0.115680334477999,0.124280442804428,0.112903225806452,0.115289596486412,0.104028436018957,0.113002915451895,0.108132062929315,0.107716049382716,0.100529100529101,0.108031939877877,0.107168916453849,0.105500607322575,0.101123595505618,0.107095977144622,0.10078583962768,0.100988803257234,0.0956898198255555,0.102658884565499,0.101284863679097,0.0984688010651819,0.0915317903109982,0.0970564375941592,0.09465786653128,0.0959571619812584,0.090112054010971,0.0948314163005381,0.0890232558139535,0.0841833325909759,0.0791129527317373,0.0818181818181818,0.0764872582706035,0.0780548687417125,0.0756112010169096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.126300983029409,0.143048206745556,0.15123569566834,0.152520075646683,0.139408640754649,0.126212640265688,0.113570478496641,0.107004352987732,0.105256298870547,0.0999214902576547,0.0982257844578112,0.0942404886049954,0.0862615207373272,0.0776963021759512,0.0707423745553989,0.0664429670451724,0.0648106047255119,0.0500485447397677,0.0496925746511063,0.048694555625294,0.0453305803867073,0.0413563957543125,0.0361390443690122,0.0323620086796416,0.029221410545557,0.0266007444916238,0.024396562713755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,UK revenue in pounds at current FX rates (ex-hedge),,,,,,,,,,,,43.5884916835541,44.8629479120316,59.6089177725057,74.1444526975229,97.4658614325051,106.276543700362,130.731210068826,147.743689978035,196.100045295373,204.636700146712,225.580862953471,244.779370924484,295.367533514599,302.8205955895,327.481600619977,336.433609054443,403.652810448019,390.608508217793,401.808504101114,411.379581696552,453.679697766158,429.357191988062,449.893697414874,468.826725119732,526.62127511974,500.611265686597,540.758174270813,555.373683119288,603.892610413316,595.503424419257,644.281458488306,668.957124716897,717.393615096666,758.860755093739,761.797120960917,813.652540539583,900.55714644469,855.484466723831,886.935275316475,916.333892779289,944.595280007161,963.424966216037,979.678151340705,1056.16067332733,1070.92035801482,1064.25540294748,1152.14624298894,1250.91377158408,1348.30693120176,1289.59147157502,1378.94268996596,1543.14169562459,1554.16377269961,1541.06180853215,1682.31008175847,1805.47578388076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.006159125851,479.511907106334,873.637783697596,1263.35794640565,1605.75725754338,1802.97848121383,2124.58063548137,2511.65969936998,3052.02710576832,3561.34529834725,3939.21080403943,4535.99291406472,5539.73841488336,6565.81371709917,7485.02763749306,8308.3806776173,9139.21874537903,9961.74843246314,10858.3057913848,11564.0956678248,12257.9414078943,12870.838478289,13514.3804022035,14190.0994223137,14899.6043934294,15644.5846131008,16426.8138437559,,,,,,,0.16184842891559,0.141198854431043,0.158666342098925,0.185658934265719,0.18169939614788,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Period-to-period addition,,,,,,,,,,,,,,,,23.3214087349822,8.81068226785646,24.4546663684648,17.0124799092085,48.3563553173384,8.53665485133834,20.9441628067589,19.1985079710138,50.5881625901144,7.45306207490091,24.6610050304776,8.95200843446571,67.2192013935758,-13.0443022302262,11.199995883321,9.57107759543862,42.3001160696062,-24.322505778096,20.536505426812,18.9330277048575,57.7945500000081,-26.0100094331426,40.1469085842158,14.6155088484749,48.5189272940276,-8.38918599405895,48.7780340690491,24.6756662285915,48.4364903797689,41.467139997073,2.93636586717798,51.8554195786656,86.9046059051073,-45.072679720859,31.450808592644,29.3986174628141,28.2613872278715,18.8296862088765,16.2531851246679,76.4825219866278,14.7596846874903,-6.66495506734668,87.8908400414666,98.7675285951323,97.3931596176847,-58.7154596267401,89.3512183909427,164.199005658623,11.0220770750254,-13.1019641674618,141.248273226325,123.16570212229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,223.006159125851,256.505747980483,394.125876591262,389.720162708051,342.399311137728,197.221223670456,321.602154267536,387.079063888611,540.367406398344,509.318192578926,377.865505692182,596.782110025289,1003.74550081864,1026.07530221581,919.213920393885,823.353040124238,830.83806776173,822.529687084114,896.557358921684,705.789876440012,693.845740069492,612.897070394716,643.541923914452,675.719020110175,709.504971115684,744.980219671468,782.229230655043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Y/Y Absolute Change,,,,,,,,,,,,,,,,53.8773697489509,61.4135957883299,71.1222922963206,73.599237280512,98.6341838628682,98.3601564463501,94.8496528846441,97.0356809464495,99.2674882192254,98.183895442788,101.900737666507,91.6542381299586,108.28527693342,87.7879126282929,74.3269034811363,74.9459726421092,50.0268873181396,38.7486837702698,48.0851933137608,57.4471434231797,72.9415773535816,71.254073698535,90.8644768559388,86.5469579995561,77.2713352935756,94.8921587326593,103.523284217493,113.583441597609,113.501004683351,163.357330674482,117.515662472611,144.695415822686,183.163531348024,96.6237116300919,125.138154355558,102.681352239706,44.0381335624705,107.940499492206,92.74287602423,139.826780548044,126.325078007663,100.830436731439,172.468091648238,194.753098256743,277.386573186937,225.336068627543,226.79644697702,292.22792404051,205.856841497851,251.470336957129,303.367391792512,262.334088256179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.318192578926,377.865505692182,596.782110025289,1003.74550081864,1026.07530221581,919.213920393885,823.353040124238,830.83806776173,822.529687084114,896.557358921684,705.789876440012,693.845740069492,612.897070394716,643.541923914452,675.719020110175,709.504971115684,744.980219671468,782.229230655043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% change Y/Y,,,,,,,,,,,,NA,NA,NA,NA,1.23604574666388,1.36891574554466,1.19314852465121,0.992646578440128,1.01198699127255,0.925511434806056,0.725531820861357,0.656783927360118,0.506208390057764,0.479796123434342,0.451725985672487,0.374436120919007,0.366611982180052,0.28990073299802,0.226965128240558,0.222766009771578,0.123935436650656,0.0992008186075266,0.119671915409885,0.139645101456578,0.16077769781794,0.16595523500749,0.201968770351871,0.184603294484659,0.146730371415409,0.189552583485138,0.19144099736835,0.204517147733147,0.187948987495754,0.274318037438308,0.182398020188787,0.216299984672292,0.255318039488466,0.127327327156556,0.164267035031205,0.12619803555411,0.0489009872791846,0.126174704148137,0.104565551292497,0.152593701542504,0.133734606430285,0.104658318257479,0.17604566500969,0.184397225891011,0.259016995158381,0.21173119535355,0.196846926644187,0.233611565144456,0.152678026593224,0.195,0.22,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1.15021822260849,0.82193136552053,0.446088951256887,0.271023198224922,0.122821318567279,0.178372708059734,0.182190808587931,0.215143558872203,0.166878659634548,0.106101900837176,0.151497886178958,0.221284627166488,0.185220894087544,0.14,0.11,0.1,0.09,0.09,0.065,0.06,0.05,0.05,0.05,0.05,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Two-year % change ,,,,,,,,,,,,,,,,,,,,2.24803273793643,2.29442718035072,1.91868034551257,1.64943050580025,1.51819538133032,1.4053075582404,1.17725780653384,1.03122004827913,0.872820372237816,0.769696856432362,0.678691113913045,0.597202130690585,0.490547418830708,0.389101551605547,0.346637043650443,0.362411111228156,0.284713134468596,0.265156053615017,0.321640685761756,0.324248395941237,0.307508069233349,0.355507818492628,0.393409767720221,0.389120442217806,0.334679358911163,0.463870620923446,0.373839017557138,0.420817132405439,0.44326702698422,0.401645364594865,0.346665055219992,0.342498020226402,0.30421902676765,0.253502031304693,0.268832586323702,0.278791737096614,0.18263559370947,0.230833022405616,0.280611216302187,0.336990927433515,0.392751601588666,0.31638951361103,0.372892591653877,0.418008791035467,0.411695021751605,0.40673119535355,0.416846926644187,0.403611565144456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272980560471724,0.257599787016134,0.372782513345447,0.406505521254033,0.325220894087544,0.25,0.21,0.19,0.18,0.155,0.125,0.11,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% change Q/Q,,,,,,,,,,,,NA,0.0292383649732548,0.328689275822633,0.24384832787086,0.314540169716046,0.0903976237254913,0.230104080514821,0.130133270396961,0.327298954862489,0.0435321411500957,0.102348028441347,0.0851069887740159,0.206668406733185,0.0252331797818683,0.0814376742852319,0.0273359126665989,0.19979930537409,-0.0323156482318262,0.0286732000140564,0.0238199975803153,0.102825025722371,-0.0536116248927512,0.0478308173474895,0.042083336160627,0.123274862339062,-0.0493903506409394,0.0801957753171088,0.0270278093681768,0.0873626690798854,-0.0138918507188177,0.0819105853448587,0.0382995132073001,0.0724059713098462,0.0578024938115533,0.0038694396138792,0.0680698550202661,0.106808006581625,-0.0500497718537923,0.0367637400981553,0.0331462940768976,0.0308418006259195,0.0199341311643371,0.0168702137629919,0.0780690289785071,0.0139748478240449,-0.00622357677437524,0.082584349394,0.0857248193935047,0.0778576124350701,-0.0435475471259399,0.0692864526172892,0.119076018788479,0.0071426215144581,-0.00843023392875997,0.0916564620862699,0.0732122475266559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Y/Y UK revenue ex-FX/hedge (in dollars, reported)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.397,651,648,740,771,760,756,879,902,970,895,991,1060,1153,1198,1257,1288,1372,1345,1391,1496,1512,1492,1506,1666,1771,1791,1917,1993,2008,1948,2083,2277,2186,2151.44393441775,2190.47159975091,2323.72864044734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.802,878.11,1603.842,2530.916,3029.488,2810,3297,3916,4896,5604,6176,7472,8316,8851.64417461601,9688.52190723466,10754.2593170305,11829.6852487335,12894.3569211195,14054.8490440203,14968.4142318816,15866.5190857945,16659.8450400842,17492.8372920884,18367.4791566929,19285.8531145275,20250.1457702539,21262.6530587666,,,,,,,0.164005059580068,0.15132645703372,0.140614228051279,0.127471449919542,0.0904528388611111,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Y/Y currency gain / (loss) - disclosed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-7,72,-5,-50,-26,-5,81,56,-2,-7,-30,-47,16,-5,-48,-19,5,71,124,121,-12,-116,-167,-145,-110,-129,-71,-277,-349,-252,-253.581412381604,-35.5801853051594,188.22085046957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,-7,-9,130,-68,-67,304,-538,-826,-352.940747217193,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Y/Y hedge gain / (loss) - disclosed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,82,67,25,8,10,19,11,2,4,0,0,6,4,7,6,1,20,24,17,2,0,0,0,3,20,54,20,39,42,37,84,134,91,91.5710655822457,12.8484002490853,-67.9686404473446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,182,42,10,18,63,3,133,297,127.450825383986,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,UK revenue ex-FX/hedge - % change Y/Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.139863127719372,0.167434715821813,0.166666666666667,0.187837837837838,0.180628272251309,0.165865384615385,0.191744340878828,0.195416164053076,0.210045662100457,0.194818652849741,0.227459016393443,0.200573065902579,0.217391304347826,0.197207678883071,0.151541095890411,0.149586776859504,0.147239263803681,0.106071689831748,0.150346954510409,0.097667638483965,0.109926715522985,0.118761844598863,0.108292079207921,0.178242163491088,0.204957678355502,0.213293051359517,0.199507389162562,0.175507900677201,0.209240573552841,0.163384779137839,0.146214136610418,0.212885714147793,0.205253444215427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0724505262935519,0.176239743132358,0.190997566909976,0.210084033613445,0.16072908036454,0.115405454217085,0.153086419753086,0.19930775886934,0.181794949881978,0.14,0.11,0.1,0.0900000000000001,0.0900000000000001,0.065,0.0600000000000001,0.05,0.05,0.05,0.05,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Impact - points of growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0135086207693853,-0.0187307594780199,-0.0897435897435899,-0.0897986221515632,-0.0433225727694435,-0.0150340306961447,0.0757881266536393,0.0510124073754954,0.00179944040523794,-0.00802814717378619,-0.0235655737704918,-0.0391595033428844,0.00911245505067004,0.00887927763866769,-0.0272857767414747,-0.00731704001739875,0.00448487412735354,0.0352404947392682,0.0729687154366012,0.0736786538126513,-0.00746497234267851,-0.0606443461781427,-0.0699257425742574,-0.0768285187461584,-0.0450300983917118,-0.0664273797177255,-0.0588637658014175,-0.120820400677201,-0.136399782709969,-0.109246309590728,-0.106802648826511,-0.0659334312404702,-0.0200056990798458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0548470340302947,-0.060661853685122,0.0270204511080423,-0.015310858071039,-0.00513683934101561,0.0422731172114863,-0.063004667477905,-0.0974257721705989,-0.0740314655127976,-0.0168434202171694,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Q/Q UK revenue ex-FX/hedge (in dollars, reported)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764,852,798,805,853,966,947,1048,1090,1150,1158,1227,1277,1394,1328,1359,1447,1547,1600,1618,1732,1717,1654,1811,1927,1972,1856,1959,2015,1948,1917.69592758178,2171.77803181509,2326.44491858167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Q/Q currency gain / (loss) - disclosed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-20,-47,24,23,-1,29,-1,-32,-4,10,-17,27,-27,-31,13,54,36,16,9,-78,-62,-30,-39,-44,-93,21,-153,-87,-14,71.7376600366181,-4.03821712025319,117.535931887902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Q/Q hedge gain / (loss) - disclosed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,19,11,2,4,0,0,6,4,7,6,1,20,24,17,2,0,0,0,3,20,54,20,39,42,37,84,134,91,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,UK revenue ex-FX/hedge - % change Q/Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00130718954248366,0.115183246073298,-0.0408653846153846,0.0719041278295607,0.028950542822678,0.102739726027397,-0.0186528497409326,0.0737704918032787,0.0410697230181472,0.0869565217391304,0.0104712041884816,0.0505136986301369,0.0553719008264464,0.0690184049079754,-0.0285296269202634,0.0478026214340785,0.05466472303207,0.0306462358427715,0.010739102969046,0.00123762376237613,0.0645359557467733,0.0380894800483675,-0.000604229607250706,0.115147783251232,0.087471783295711,0.0472650026553372,-0.0122405534858967,0.0436867341502398,0.115725359911407,0.0103734439834025,-0.00843023392875997,0.0916564620862701,0.0732122475266561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,$/£ exchange rate,,,,,,,,,,,,1.74864963333333,1.81488296666667,1.8102996,1.85111623333333,1.9105664,1.87401653333333,1.7838663,1.75658263333333,1.74844936666667,1.8078331,1.87291596666667,1.91408286666667,1.95809943333333,1.97976626666667,2.01848286666667,2.05694966666667,1.98926646666667,1.98141613333333,1.93166643333333,1.64421626666667,1.43493306666667,1.5092329,1.644833,1.62959993333333,1.579883,1.500166,1.53303276666667,1.57731636666667,1.59796623333333,1.63894943333333,1.62506616666667,1.58156623333333,1.5974494,1.5391493,1.5883494,1.6026497,1.5179492,1.5161,1.5468998,1.6380492,1.67585,1.6773491,1.6607495,1.5660496,1.5453997,1.5259495,1.5379992,1.5052996,1.3935996,1.4554997,1.3096991,1.2493992,1.2443991,1.2909499,1.2885495,1.3536492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.80623710833333,1.83125796666667,1.835820325,2.00332455833333,1.886641325,1.554649725,1.54759953333333,1.61088701666667,1.58189945,1.55474955,1.64499955,1.528662,1.3520494,1.294386925,1.294386925,1.294386925,1.294386925,1.294386925,1.294386925,1.294386925,1.294386925,1.294386925,1.294386925,1.294386925,1.294386925,1.294386925,1.294386925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% change Y/Y,,,,,,,,,,,,,,,,0.092595316740504,0.0325825784652525,-0.0146016162186634,-0.0510684301167691,-0.0848528652724832,-0.0353163550887208,0.0499194735988155,0.0896628660357739,0.119906284198755,0.0951045573104434,0.0777220668683141,0.0746398196692495,0.0159169819482949,0.000833364369544842,-0.043010735818978,-0.200653135411351,-0.278662215087189,-0.238305939570089,-0.148490147358603,-0.00888954429514621,0.101015118196454,-0.00600762148771061,-0.0679705680353772,-0.0320836823794666,0.0114459319666922,0.0925120508885904,0.0600335504896687,0.00269436541487722,-0.000323431949031394,-0.0608927470876007,-0.0225940133514563,0.0133307516449885,-0.0497669597547189,-0.0149753503445053,-0.0260960214421335,0.0220881082122937,0.104022453452329,0.106357826000923,0.073598626103643,-0.0439544795113602,-0.0778412745770803,-0.0902612342296544,-0.0739125918749336,-0.0387918747911943,-0.0982270800233752,-0.046167845004045,-0.148439674090858,-0.169999646581983,-0.107061239110574,-0.113053819248468,-0.0161484420352735,0.0834401046518998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0138524771846928,0.00249137937766242,0.0912421717159784,-0.0582447975531274,-0.175969642772454,-0.00453490683675817,0.0408939664106904,-0.017994785709211,-0.0171628481190759,0.0580479344727902,-0.0707219342400429,-0.115534107605213,-0.0426482013157212,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
