,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,300.784424583054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Operating Income (Non-GAAP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6301,6243,6622,7104,8043,7588,8314,8406,9536,9328,9548,10272,10307,10672,11247,11561,11668,11937,12988,13335,13962,12258,10698,15510,19972.384,21304.2823,24543.7868,26182.294,27279.0539,25273.32015,25574.889495,23359.7545,24509.840645,23903.5268,28791.510539,28264.87635,30024.450742,31669.88335,34406.485225,35457.64694875,37939.36729375,37332.7145625,38516.2477825,39023.233765,46625.4064213825,48167.6822938813,51561.887486358,53096.7600853219,55666.3080111673,54392.7021995791,57554.0560378447,60924.7680051336,64663.3179665481,,,,,,,,,,,,,,,,,,19171,22688,28012,33844,39455,45148,52222,58438.384,99309.417,98717.80479,110984.364431,139473.3828175,161497.602531383,208492.637876729,237534.844209105,269556.323320219,306959.474468787,348337.016769032,393689.825543505,449225.999587413,516308.992037721,608486.264284128,707841.017259678,,,,,,,,,,
,,,,,,,,% Non-GAAP Operating Margin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350113907873534,0.363429968564443,0.375141627011104,0.383316246695084,0.379780904712437,0.377681548952267,0.390053952615529,0.377729846319763,0.369583753197427,0.378909740840036,0.368463705476016,0.371433737118062,0.320172713717694,0.344302490643954,0.345933809055118,0.344138834315652,0.298246510914575,0.330034007022588,0.33489763292249,0.33053242117787,0.304163126593033,0.298800702028081,0.280426747752235,0.337210566365909,0.352234206906282,0.386535349081936,0.397869712099598,0.40320152149809,0.363023713137443,0.374026137692205,0.368026384260059,0.339122199962255,0.323255000461607,0.343940586195485,0.387404439497302,0.369978485130112,0.350535891819318,0.395655931112888,0.407770899949038,0.403478003513314,0.394917895405906,0.415805873680166,0.400981185596794,0.382573221750554,0.410948601432975,0.441567594018153,0.441883989876817,0.434893328674586,0.415983265500854,0.428592943673575,0.425042339437682,0.424014434671354,0.410931423580192,,,,,,,,,,,,,,,,,,0.345379861999387,0.345463958339678,0.375793187641701,0.378305872884577,0.357453478048162,0.331424712238666,0.323961835754786,0.321319535932259,0.386592458074462,0.350351369885864,0.362851711466095,0.400359912786692,0.4024370918726,0.432844765853752,0.421638568661829,0.412146814578546,0.407619046776454,0.405071314534197,0.403144256010707,0.407657459152232,0.417739310744225,0.441377784577222,0.462822597304204,,,,,,,,,,
,,,,,,,,YoY Change in bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.515803878243,149.123256044254,-55.8640037532171,-101.971515150109,12.2819188776857,-215.90247139513,-62.9610920170093,-494.110394797327,-346.072501960817,-225.298964208978,-272.949028024102,-219.262028031189,-142.684836213657,-110.361761326283,-136.064131377813,59.1661567845819,-312.333049945073,-544.708851702552,66.7814518803905,480.710803132488,877.346470538551,1174.42964347363,659.909551321811,107.895062311608,-125.09211389731,-298.433278395393,-640.793215358356,-397.687126758353,-300.855514967204,193.780552372435,308.562851678567,272.808913577101,517.153449174031,203.664604517361,334.995183832021,443.820035865887,201.499425672778,-67.8971435224468,-209.047817627597,160.307060270691,257.61720337987,409.028042800237,523.201069240321,50.3466406787889,-129.746503445774,-168.416504391354,-108.788940032318,-50.5184192066249,,,,,,,,,,,,,,,,,,,0.840963402903294,303.292293020228,25.1268524287612,-208.523948364149,-260.287658094961,-74.6287648387967,-26.4229982252673,652.729221422023,-362.410881885981,125.003415802313,375.082013205976,20.7717908590765,304.076739811521,-112.061971919236,-94.9175408328268,-45.2776780209208,-25.4773224225674,-19.2705852348979,45.1320314152442,100.818515919934,236.384738329964,214.448127269829,,,,,,,,,,
,,,,,,,,Period-to-period addition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,379,482,939,-455,726,92,1130,-208,220,724,35,365,575,314,107,269,1051,347,627,-1704,-1560,4812,4462.384,1331.8983,3239.5045,1638.5072,1096.7599,-2005.73375,301.569345,-2215.134995,1150.086145,-606.313845000001,4887.983739,-526.634189,1759.574392,1645.432608,2736.601875,1051.16172375,2481.720345,-606.652731250004,1183.53322,506.985982499995,7602.17265638251,1542.27587249882,3394.20519247672,1534.87259896389,2569.54792584538,-1273.60581158822,3161.3538382656,3370.71196728892,3738.54996141449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% change Y/Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.276464053324869,0.21544129424956,0.255511929930535,0.183277027027027,0.185627253512371,0.229309435951502,0.148424344479192,0.221984296930764,0.0808515100671141,0.144082332761578,0.177943024717218,0.125486760124611,0.132046182206268,0.118534482758621,0.154796834711479,0.153446933656258,0.196606102159753,0.0268911786881125,-0.176316599938405,0.16310461192351,0.430481592895001,0.737990071789852,1.29424068050103,0.68809116698904,0.365838645001017,0.186302349645451,0.0420107420017191,-0.107803368948496,-0.101514270441762,-0.0541991848269291,0.125772627272891,0.209981738035817,0.224995754842861,0.324904212461234,0.195021885996365,0.254477341760952,0.2636156984107,0.178808085584565,0.119447323102734,0.100559036571255,0.228945281569401,0.290227160236155,0.33870484418748,0.360644799584613,0.1939050462762,0.129236442553279,0.116213134227719,0.147429106921642,0.161623974659427,,,,,,,,,,,,,,,,,,,0.183454175577696,0.23466149506347,0.208196487219763,0.165790095733365,0.144290964389811,0.156684681491982,0.11903764696871,0.699386776335225,-0.00595726193821078,0.124258837269471,0.2566939814681,0.157909841067676,0.290995250757447,0.139296076006042,0.134807502527607,0.13875820343541,0.134798062095499,0.130198074253314,0.141065809783727,0.149330164576225,0.178531216128177,0.163281833637508,,,,,,,,,,
,,,,,,,,% change Q/Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00920488811299791,0.0607079929521064,0.0727876774388403,0.132179054054054,-0.0565709312445605,0.0956773853452819,0.011065672359875,0.134427789674042,-0.0218120805369127,0.0235849056603774,0.0758273984080435,0.00340732087227424,0.0354128262345979,0.0538793103448276,0.0279185560593935,0.0092552547357494,0.0230545080562221,0.0880455725894278,0.0267169695103173,0.0470191226096739,-0.12204555221315,-0.127263827704356,0.449803701626472,0.287710122501612,0.0666869964046355,0.152058842179349,0.0667585329579215,0.0418893737882555,-0.0735265144221149,0.0119323200596579,-0.0866136682793124,0.0492336571859093,-0.0247375678113063,0.204487972837548,-0.018291301121094,0.0622530369569441,0.0548030877280385,0.0864102290733571,0.0305512672066317,0.0699911178140795,-0.015990059258314,0.0317023081195613,0.0131629120615,0.194811447512607,0.0330780145605665,0.0704664420382104,0.0297675797723653,0.0483936858240754,-0.0228792937252587,0.0581209189914096,0.0585660194838833,0.0613633844465271,,,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,D&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1214,1137,1189,1200,1313,1317,1409,1488,1586,1416,1564,1693,1935,1901,2031,2277,2499,2529,2756,2837,3036,3013,3292,3383,3625,2646,2838,3197,3332,3676.2,3793.2,3914.7,4069.7,3011,3222,3625,3141,3155.5,3450.5,3727.5,3947.5,4172.625,4683.625,5296.625,5725.625,6684.94486240975,7694.05696842479,8978.4160678592,10507.4993672469,12029.0151744145,13755.9189124044,15455.894137665,17342.4814251664,,,,,,,,,,,,,,,,,,3668,4778,4839,5800,6608,8708,11158,13313,12013,15453.8,12999,14281,19878.5,33864.9172659407,58583.3096496502,88755.379330832,124134.045165127,163179.631957649,200471.320734567,233229.011982852,257917.916142066,263888.475696675,265895.935400176,,,,,,,,,,
,,,,,,,,% of Core Google revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0674556870589543,0.0661893119105833,0.067357806480852,0.0647493659957913,0.0619983001227689,0.0655517395848888,0.0661036828524513,0.0668643839309787,0.0614681032478103,0.0575188886180843,0.0603558059661174,0.0612185861507865,0.0601081013916501,0.0613304942573235,0.0624692421259843,0.0677799607072692,0.0638771023976279,0.0699217562000608,0.0710638956216802,0.0703202458853857,0.0661394680086269,0.0734448127925117,0.0862932186951165,0.0735514729861942,0.0639307255475997,0.0480078380143697,0.0460057061340942,0.049233091043489,0.0443415309272863,0.0544049962261917,0.054584700397168,0.0568311484691433,0.0536743952942418,0.0433243643793436,0.0433536511524644,0.0474501282789675,0.0366712199222444,0.0394220678626755,0.0408938454792183,0.0424157942649067,0.0410902580436978,0.0464740376904571,0.048759825100203,0.0519266779082763,0.0504647094078866,0.0612828950545801,0.065937861418409,0.0735384464834056,0.0785204561825559,0.094783873839905,0.101588808124988,0.107567454578901,0.110210406835965,,,,,,,,,,,,,,,,,,0.066081755454267,0.072753296586168,0.0649172938382903,0.0648319957076748,0.0598670024823787,0.0639241249706366,0.0692192210821474,0.0732006378182218,0.0467642982824933,0.0548458306124187,0.0424988638852835,0.0409937709906134,0.0495353838409764,0.0703058502876225,0.103988881759202,0.135705393282344,0.164840656084259,0.18975700209926,0.20528562387267,0.211647470344187,0.208678241478122,0.19141682830834,0.173856338406275,,,,,,,,,,
,,,,,,,,Period-to-period addition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,52,11,113,4,92,79,98,-170,148,129,242,-34,130,246,222,30,227,81,199,-23,279,91,242,-979,192,359,135,344.2,117,121.5,155,-1058.7,211,403,-484,14.5,295,277,220,225.125,511,613,429,959.319862409751,1009.11210601504,1284.35909943441,1529.0832993877,1521.51580716763,1726.90373798982,1699.9752252606,1886.58728750141,,,,,,,,,,,,,,,,,,,1110,61,961,808,2100,2450,2155,-1300,3440.8,-2454.8,1282,5597.5,13986.4172659406,24718.3923837096,30172.0696811818,35378.6658342947,39045.5867925222,37291.6887769185,32757.691248285,24688.9041592135,5970.55955460871,2007.45970350137,,,,,,,,,,
,,,,,,,,% change Y/Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0815485996705108,0.158311345646438,0.185029436501261,0.24,0.207920792079208,0.0751708428246014,0.110007097232079,0.137768817204301,0.220050441361917,0.342514124293785,0.298593350383632,0.344949793266391,0.291472868217054,0.33035244608101,0.356967011324471,0.245937637241985,0.214885954381753,0.191379992091736,0.194484760522496,0.192456820585125,0.194005270092227,-0.121805509459011,-0.137910085054678,-0.054980786284363,-0.0808275862068966,0.389342403628118,0.336575052854123,0.224491710979043,0.22139855942377,-0.180947717752027,-0.150585257829801,-0.074003116458477,-0.228198638720299,0.0479907007638658,0.0709186840471756,0.0282758620689656,0.256765361349889,0.32233401996514,0.357375742645993,0.420959087860496,0.450443318556048,0.602095770027201,0.642756832245278,0.695120207275237,0.835170722366013,0.799418756922757,0.787862888051973,0.721449977462475,0.650486078469336,,,,,,,,,,,,,,,,,,,0.302617230098146,0.012766848053579,0.198594750981608,0.139310344827586,0.317796610169492,0.281350482315113,0.193134970424807,-0.097648914594757,0.28642304170482,-0.1588476620637,0.0986229709977691,0.391954344933828,0.703595204162318,0.729911494825055,0.515028424676276,0.398608693929662,0.314543739717679,0.228531516645393,0.163403379237759,0.105856916981789,0.0231490686801301,0.00760722762978427,,,,,,,,,,
,,,,,,,,% change Q/Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0634266886326195,0.0457343887423043,0.00925147182506314,0.0941666666666667,0.00304645849200313,0.0698557327258922,0.0560681334279631,0.0658602150537635,-0.10718789407314,0.1045197740113,0.0824808184143222,0.142941523922032,-0.0175710594315246,0.0683850604944767,0.121122599704579,0.0974967061923584,0.0120048019207684,0.0897587979438512,0.0293904208998548,0.0701445188579486,-0.00757575757575757,0.0925987387985396,0.0276427703523694,0.0715341412947088,-0.270068965517241,0.0725623582766439,0.126497533474278,0.0422270878949014,0.103301320528211,0.0318263424188021,0.0320310028472002,0.0395943495031548,-0.260142025210704,0.0700763865825307,0.125077591558038,-0.13351724137931,0.00461636421521816,0.0934875614007289,0.0802782205477468,0.0590207914151577,0.0570297656744776,0.122464875228423,0.130881528730417,0.0809949732140749,0.167548496873224,0.150952943784084,0.166928722350929,0.170306576107727,0.144802845471527,0.143561522946859,0.123581364217526,0.1220626429437,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Adj. EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7515,7380,7811,8304,9356,8905,9723,9894,11122,10744,11112,11965,12242,12573,13278,13838,14167,14466,15744,16172,16998,15271,13990,18893,23597.384,23950.2823,27381.7868,29379.294,30611.0539,28949.52015,29368.089495,27274.4545,28579.540645,26914.5268,32013.510539,31889.87635,33165.450742,34825.38335,37856.985225,39185.14694875,41886.86729375,41505.3395625,43199.8727825,44319.858765,52351.0314213825,54852.6271562911,59255.9444547828,62075.1761531811,66173.8073784142,66421.7173739936,71309.974950249,76380.6621427986,82005.7993917145,,,,,,,,,,,,,,,,,,22839,27466,32851,39644,46063,53856,63380,71751.384,111322.417,114171.60479,123983.364431,153754.3828175,181376.102531383,242357.555142669,296118.153858756,358311.702651051,431093.519633914,511516.648726681,594161.146278072,682455.011570266,774226.908179787,872374.739980803,973736.952659854,,,,,,,,,,
,,,,,,,,% Adj. EBITDA Margin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.417569594932489,0.429619280475026,0.442499433491956,0.448065612690876,0.441779204835206,0.443233288537156,0.45615763546798,0.444594230250741,0.431051856445237,0.43642862945812,0.428819511442133,0.432652323268848,0.380280815109344,0.405632984901278,0.408403051181102,0.411918795022921,0.362123613312203,0.399955763222649,0.40596152854417,0.400852667063256,0.37030259460166,0.372245514820593,0.366719966447351,0.410762039352104,0.416164932453882,0.434543187096306,0.443875418233692,0.452434612541579,0.407365244064729,0.428431133918397,0.422611084657227,0.395953348431398,0.376929395755849,0.387264950574828,0.430758090649767,0.417428613409079,0.387207111741562,0.435077998975564,0.448664745428256,0.44589379777822,0.436008153449604,0.462279911370623,0.449741010696997,0.43449989965883,0.461413310840862,0.502850489072733,0.507821851295226,0.508431775157992,0.49450372168341,0.52337681751348,0.52663114756267,0.531581889250255,0.521141830416157,,,,,,,,,,,,,,,,,,0.411461617453655,0.418217254925846,0.440710481479991,0.443137868592251,0.417320480530541,0.395348837209302,0.393181056836933,0.394520173750481,0.433356756356955,0.405197200498282,0.405350575351378,0.441353683777306,0.451972475713576,0.503150616141375,0.525627450421031,0.54785220786089,0.572459702860713,0.594828316633457,0.608429879883378,0.619304929496419,0.626417552222347,0.632794612885562,0.636678935710479,,,,,,,,,,
,,,,,,,,YoY Change in bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.7138244013429,-107.273483899695,-68.0465907903588,-273.38124025847,-119.419069818932,-507.710413358929,-307.956445568425,-204.164602610309,-207.335282459275,-181.572017971411,-56.7722167862833,-24.4152263693237,-110.661279596648,81.7898128945721,-277.102484020564,-392.415620968188,99.0937228884747,458.623378522216,622.976722757132,771.55451786341,416.725731894759,-87.9968838915263,-61.1205317790903,-212.643335764654,-564.812641101812,-304.358483088798,-411.661833435685,81.4700599253981,214.752649776808,102.777159857127,478.130484007351,179.066547784899,284.651843691413,488.01041708042,272.019123950593,10.7626526874005,-113.938981193901,254.051573912579,405.705777021099,580.808405982297,739.318754991614,330.904108425482,205.263284407476,188.092962674434,231.501140922638,266.381087327467,,,,,,,,,,,,,,,,,,,67.5563747219132,224.93226554145,24.2738711226059,-258.17388061711,-219.716433212382,-21.6778037236887,13.391169135476,388.365826064739,-281.595558586726,1.53374853095911,360.031084259275,106.187919362707,511.781404277981,224.768342796563,222.247574398587,246.074949998233,223.686137727445,136.015632499201,108.750496130416,71.1262272592827,63.7706066321409,38.843228249178,,,,,,,,,,
,,,,,,,,Period-to-period addition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-135,431,493,1052,-451,818,171,1228,-378,368,853,277,331,705,560,329,299,1278,428,826,-1727,-1281,4903,4704.384,352.898300000001,3431.5045,1997.5072,1231.7599,-1661.53375,418.569345,-2093.634995,1305.086145,-1665.013845,5098.983739,-123.634189,1275.574392,1659.932608,3031.60187499999,1328.16172375,2701.720345,-381.527731250004,1694.53322,1119.98598249999,8031.17265638251,2501.59573490857,4403.31729849176,2819.2316983983,4098.63122523308,247.909995579408,4888.25757625542,5070.68719254952,5625.1372489159,,,,,,,,,,,,,,,,,,,4627,5385,6793,6419,7793,9524,8371.38399999999,39571.033,2849.18779000001,9811.759641,29771.0183865,27621.7197138825,60981.4526112867,53760.5987160865,62193.5487922954,72781.8169828627,80423.1290927674,82644.4975513909,88293.8652921937,91771.896609521,98147.8318010161,101362.212679051,,,,,,,,,,
,,,,,,,,% change Y/Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.244976713240186,0.206639566395664,0.24478299833568,0.191473988439306,0.18875587858059,0.206513194834363,0.142857142857143,0.209318779058015,0.100701312713541,0.170234549516009,0.194924406047516,0.15653990806519,0.157245548113053,0.150560725363875,0.185720741075463,0.168665992195404,0.199830592221359,0.0556477257016452,-0.111407520325203,0.168253771951521,0.388244734674668,0.568350618819986,0.957239942816297,0.555035939236755,0.297222348884097,0.20873398431717,0.0725410182143409,-0.0716436378627752,-0.066365348335818,-0.0702945451066483,0.0900780775831669,0.169221417425599,0.160461294810989,0.293925158290355,0.182531518337587,0.228764468029993,0.262966923609616,0.191812855162727,0.141133466538473,0.131037196899265,0.249819688215114,0.321580011981165,0.371669420257808,0.400617643714216,0.264040183769634,0.21091223552044,0.203423143557596,0.230454214971798,0.239248618758857,,,,,,,,,,,,,,,,,,,0.202592057445598,0.196060583994757,0.20678213753006,0.161916052870548,0.169181338601481,0.176841948900772,0.132082423477438,0.551502017020327,0.025594016612126,0.0859387030518413,0.240121072073894,0.179648340474745,0.336215475799715,0.221823490026705,0.210029503364933,0.203124308930938,0.186556107735192,0.161567561402191,0.148602556470213,0.134473181460507,0.126768820308458,0.116191136714116,,,,,,,,,,
,,,,,,,,% change Q/Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0179640718562875,0.0584010840108402,0.0631161182947126,0.126685934489403,-0.048204360837965,0.0918585064570465,0.0175871644554151,0.124115625631696,-0.03398669304082,0.0342516753536857,0.0767638588912887,0.0231508566652736,0.0270380656755431,0.056072536387497,0.0421750263593914,0.0237751120104062,0.0211053857556294,0.0883450850269598,0.0271849593495934,0.0510759337125897,-0.101600188257442,-0.0838844869360226,0.350464617583989,0.249001429100725,0.0149549755176253,0.143276160882663,0.0729502137530338,0.0419261232077257,-0.0542788809371898,0.0144585935390711,-0.0712894516123172,0.0478501282216295,-0.0582589435457318,0.189450989678927,-0.00386193787930211,0.0399993520827811,0.050050054223985,0.0870515004682639,0.0350836633148726,0.0689475619048607,-0.00910852866065093,0.0408268728279726,0.0259256777939794,0.1812093467844,0.0477850324432538,0.0802754129887968,0.0475771962515863,0.0660268964057227,0.00374634625693715,0.0735942665970473,0.071107684388996,0.0736460917083874,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CapEx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3755,2678,2058,2332,1781,2036,2056,2434,2888,2409,2838,3563,3809,7669,5299,5643,6849,4534,5299,7228,6593,5663,4836,5465,5309,5732,5286,6609,6173,9576,6618,7041,7360,5864,6463,7630,10594,11337,12511,12386,13601,16459.5,21708.5,23215.5,27113.5,32142.2012794548,40631.8490098431,49222.3399326003,59759.4547499919,55676.799297237,59105.7667290413,62450.0928445315,68426.3584340483,,,,,,,,,,,,,,,,,,7006,11173,8849,9414,12619,25460,23654,21273,23800,30595,30551,49835,88497,181755.84497189,245659.017304858,289159.783685794,330359.999082199,366368.041350865,397507.217962214,421879.617060393,442557.384131901,458544.292963217,469036.595472165,,,,,,,,,,
,,,,,,,,% of Core Google revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.208645885425349,0.155897077657469,0.116587355540449,0.125829601251821,0.0840967041269242,0.101338907968742,0.0964578935022285,0.109373595758066,0.111929307805596,0.0978552278820375,0.109520317987111,0.128837461580184,0.118321322067594,0.247419021809266,0.162985974409449,0.167976424361493,0.175067736823271,0.125355967817744,0.136635552575937,0.179159230616696,0.143628956713069,0.138041146645866,0.126766101339485,0.118817262745951,0.0936298543261261,0.103998838812686,0.0856892750616003,0.101777134409265,0.0821489407005217,0.141717600745882,0.0952339837679157,0.102216802404076,0.0970694521379019,0.0843753147527303,0.0869629569827366,0.0998743389706267,0.123685101514249,0.141634600969467,0.148275003851761,0.140942193900774,0.141575326067722,0.183323309275595,0.226000728749154,0.227598478461207,0.238973893423117,0.294657201872861,0.34821385391084,0.403159575537983,0.446570538259249,0.438711120061071,0.43650187483312,0.434630145992782,0.43484531517944,,,,,,,,,,,,,,,,,,0.126218314807141,0.170128209032494,0.118713191398023,0.105229035791733,0.114325318451141,0.186898050270143,0.146738793285277,0.116968164073239,0.0926488220364055,0.108582237869453,0.099883282603223,0.143051927548296,0.220526340708549,0.377337382080242,0.436059462266131,0.442120156123163,0.438693179782105,0.426039085624125,0.407053322810737,0.382841538372471,0.358067783949269,0.332614351445948,0.306680073708573,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Core Google Opex Sanity Check ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Core Google Opex (non-GAAP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11696,10935,11030,11429,13135,12503,13001,13848,16266,15290,16365,17383,21885,20324,21265,22033,27454,24232,25794,27009,31941,28766,27451,30485,36729.616,33811.7177,37144.2132,38753.706,47864.9461,42297.67985,43917.110505,45523.2455,51312.159355,45595.4732,45527.489461,48131.12365,55628.549258,48374.11665,49970.514775,52422.35305125,58129.63270625,52451.2854375,57538.7522175,62978.766235,66832.5935786175,60915.6900966686,65124.5928288301,68994.6967947909,78152.3155436618,72517.2318123202,77853.7626608454,82760.8309352782,92694.6114981216,,,,,,,,,,,,,,,,,,36336,42986,46529,55618,70923,91076,108976,123431.616,157574.583,183050.19521,194882.635569,208896.6171825,239801.397468617,273187.295263951,325826.436906565,384473.536393394,446095.312583717,511602.959898026,582858.443900395,652743.287376274,719650.800967847,770120.193825161,821559.278626108,,,,,,,,,,
,,,,,,,,TAC ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3623,3345,3377,3566,4055,3788,3975,4182,4848,4629,5091,5502,6450,6288,6420,6582,7436,6860,7238,7490,8501,7452,6694,8166,10466,9712,10929,11498,13427,11990,12214,11826,12925,11721,12537,12642,13986,12946,13387,13719,14848,13748,14705,14876,16597,15508.5833063935,16205.6720472782,16264.8803852186,17998.6066509985,16660.5987820229,17316.1715421725,17759.0962513488,19524.895596573,,,,,,,,,,,,,,,,,,12258,13496,14343,16793,21672,26726,30089,32778,45566,48955,50886,54900,59926,65977.7423898888,71260.7621721173,76784.8179135193,82235.2094431605,87775.0833428604,94064.4851412761,100476.874862606,107093.904983184,114344.067948368,122467.547701607,,,,,,,,,,
,,,,,,,,Core Google Opex (non-GAAP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8073,7590,7653,7863,9080,8715,9026,9666,11418,10661,11274,11881,15435,14036,14845,15451,20018,17372,18556,19519,23440,21314,20757,22319,26263.616,24099.7177,26215.2132,27255.706,34437.9461,30307.67985,31703.110505,33697.2455,38387.159355,33874.4732,32990.489461,35489.12365,41642.549258,35428.11665,36583.514775,38703.35305125,43281.63270625,38703.2854375,42833.7522175,48102.766235,50235.5935786175,45407.1067902751,48918.9207815519,52729.8164095723,60153.7088926633,55856.6330302973,60537.5911186728,65001.7346839293,73169.7159015486,,,,,,,,,,,,,,,,,,24078,29490,32186,38825,49251,64350,78887,90653.616,112008.583,134095.19521,143996.635569,153996.6171825,179875.397468617,207209.552874063,254565.674734448,307688.718479875,363860.103140556,423827.876555166,488793.958759119,552266.412513668,612556.895984663,655776.125876793,699091.730924501,,,,,,,,,,
